"shipping_id","order_id","shipping_provider","delay_days"
5435,15801,"fedex",4
5436,3296,"fedex",5
5437,4986,"fedex",4
5438,8944,"fedex",5
5440,3818,"fedex",5
5442,7363,"fedex",4
5443,8394,"fedex",4
5444,5843,"fedex",4
5446,6449,"fedex",5
5447,12256,"fedex",5
5449,7931,"fedex",4
5450,1068,"fedex",5
5451,18424,"fedex",4
5453,14700,"fedex",4
5454,14967,"fedex",5
5455,8078,"fedex",4
5456,20148,"fedex",4
5459,12848,"fedex",5
5460,16212,"fedex",5
5463,9897,"fedex",4
5464,19185,"fedex",5
5467,967,"fedex",4
5470,13262,"fedex",4
5476,8502,"fedex",5
5478,14866,"fedex",4
5479,13988,"fedex",5
5482,15830,"fedex",5
5485,15645,"fedex",5
5486,7,"fedex",4
5489,681,"fedex",5
5490,3865,"fedex",4
5492,5189,"fedex",4
5494,4098,"fedex",5
5496,844,"fedex",4
5500,21410,"fedex",5
5502,21036,"fedex",4
5505,4567,"fedex",5
5507,4599,"fedex",5
5510,2018,"fedex",5
5511,15575,"fedex",4
5520,14906,"fedex",4
5521,9715,"fedex",5
5524,7031,"fedex",5
5530,16538,"fedex",5
5534,20135,"fedex",5
5535,2324,"fedex",5
5536,20825,"fedex",4
5537,16061,"fedex",4
5538,10652,"fedex",4
5539,7700,"fedex",4
5540,19680,"fedex",4
5542,163,"fedex",5
5552,20409,"fedex",5
5553,19684,"fedex",5
5558,16349,"fedex",5
5559,1540,"fedex",5
5562,20575,"fedex",4
5565,15732,"fedex",5
5566,5141,"fedex",5
5569,1770,"fedex",5
5572,5765,"fedex",5
5576,12034,"fedex",5
5583,21075,"fedex",5
5584,21356,"fedex",4
5587,21626,"fedex",5
5589,10696,"fedex",5
5591,17689,"fedex",4
5593,17306,"fedex",5
5596,15836,"fedex",5
5599,16503,"fedex",4
5600,10439,"fedex",5
5603,15660,"fedex",5
5604,5016,"fedex",4
5605,914,"fedex",5
5609,5172,"fedex",5
5610,2541,"fedex",4
5611,5675,"fedex",5
5612,18805,"fedex",4
5613,3803,"fedex",4
5620,3308,"fedex",4
5626,15518,"fedex",4
5632,1757,"fedex",4
5640,15392,"fedex",5
5641,7059,"fedex",4
5642,560,"fedex",5
5643,850,"fedex",5
5645,15003,"fedex",5
5647,7380,"fedex",5
5648,6408,"fedex",4
5652,16339,"fedex",4
5656,9942,"fedex",4
5658,8851,"fedex",5
5660,16105,"fedex",4
5664,11302,"fedex",5
5666,16870,"fedex",4
5668,1059,"fedex",4
5670,9417,"fedex",4
5672,17917,"fedex",4
5674,7746,"fedex",4
5679,4119,"fedex",4
5682,18367,"fedex",5
5684,14505,"fedex",4
5686,2554,"fedex",4
5689,16862,"fedex",5
5691,1802,"fedex",5
5695,21503,"fedex",4
5699,9783,"fedex",5
5700,3048,"fedex",5
5703,15473,"fedex",5
5710,6404,"fedex",4
5712,17910,"fedex",5
5714,12385,"fedex",5
5716,3590,"fedex",4
5717,13692,"fedex",4
5719,14524,"fedex",5
5723,11364,"fedex",5
5726,17072,"fedex",4
5732,12181,"fedex",5
5733,1521,"fedex",5
5734,17962,"fedex",4
5737,16626,"fedex",5
5738,13601,"fedex",4
5739,14688,"fedex",4
5741,14972,"fedex",5
5743,6612,"fedex",5
5752,9239,"fedex",4
5755,5128,"fedex",5
5756,1932,"fedex",4
5757,9308,"fedex",4
5760,12103,"fedex",5
5762,16571,"fedex",4
5763,7066,"fedex",4
5764,17513,"fedex",4
5769,5219,"fedex",5
5770,11230,"fedex",4
5771,2172,"fedex",4
5773,8021,"fedex",4
5775,9491,"fedex",5
5777,17290,"fedex",4
5778,2582,"fedex",5
5779,211,"fedex",4
5782,10117,"fedex",4
5784,9762,"fedex",4
5786,4826,"fedex",5
5788,5183,"fedex",5
5790,9459,"fedex",4
5791,16234,"fedex",5
5794,8392,"fedex",5
5800,1919,"fedex",5
5801,2853,"fedex",5
5804,8503,"fedex",4
5805,2124,"fedex",4
5806,5304,"fedex",5
5809,17271,"fedex",4
5810,15887,"fedex",5
5811,14400,"fedex",5
5812,3732,"fedex",4
5818,6184,"fedex",5
5819,19326,"fedex",5
5823,8748,"fedex",5
5824,8690,"fedex",4
5825,15247,"fedex",5
5828,20566,"fedex",4
5829,6555,"fedex",5
5830,11303,"fedex",4
5831,20105,"fedex",5
5832,16814,"fedex",5
5835,2567,"fedex",4
5837,10485,"fedex",4
5841,18069,"fedex",5
5842,5173,"fedex",5
5843,18252,"fedex",5
5845,17263,"fedex",5
5850,11252,"fedex",5
5851,16603,"fedex",4
5852,17624,"fedex",4
5853,11667,"fedex",4
5854,3572,"fedex",5
5855,11741,"fedex",5
5858,17592,"fedex",4
5860,20645,"fedex",4
5861,16938,"fedex",5
5864,1176,"fedex",5
5867,8910,"fedex",5
5868,7885,"fedex",4
5871,12594,"fedex",5
5872,10708,"fedex",4
5879,9084,"fedex",5
5880,4446,"fedex",4
5881,21019,"fedex",4
5882,21008,"fedex",5
5885,7453,"fedex",5
5887,11392,"fedex",4
5888,14760,"fedex",4
5890,13030,"fedex",4
5891,9012,"fedex",5
5901,16909,"fedex",5
5903,1746,"fedex",4
5906,1035,"fedex",4
5908,8345,"fedex",4
5913,3927,"fedex",5
5914,1755,"fedex",4
5915,14272,"fedex",4
5919,19396,"fedex",4
5921,20038,"fedex",5
5922,1920,"fedex",4
5925,5986,"fedex",4
5927,19696,"fedex",4
5928,19970,"fedex",5
5929,7084,"fedex",5
5931,10511,"fedex",4
5932,9521,"fedex",5
5933,18162,"fedex",5
5937,8543,"fedex",5
5938,3455,"fedex",5
5939,7589,"fedex",4
5940,6238,"fedex",4
5941,10979,"fedex",5
5942,19489,"fedex",4
5943,10359,"fedex",4
5944,7996,"fedex",5
5947,20379,"fedex",4
5949,8214,"fedex",4
5952,3059,"fedex",4
5956,7353,"fedex",5
5957,1114,"fedex",5
5961,19069,"fedex",5
5963,11890,"fedex",4
5964,2399,"fedex",5
5965,1441,"fedex",4
5966,8601,"fedex",5
5968,9743,"fedex",4
5972,19406,"fedex",4
5977,10756,"fedex",4
5978,14070,"fedex",5
5980,13746,"fedex",5
5981,8735,"fedex",4
5983,9204,"fedex",4
5984,18023,"fedex",5
5985,16649,"fedex",4
5989,6797,"fedex",5
5990,14787,"fedex",4
5995,1876,"fedex",5
5996,611,"fedex",5
6003,10725,"fedex",4
6004,9561,"fedex",5
6006,17473,"fedex",4
6010,18520,"fedex",5
6014,14360,"fedex",4
6015,4829,"fedex",5
6016,14801,"fedex",5
6018,15810,"fedex",4
6020,19528,"fedex",5
6024,8486,"fedex",5
6026,13885,"fedex",4
6027,16374,"fedex",4
6030,10435,"fedex",5
6041,5038,"fedex",5
6043,834,"fedex",4
6044,16764,"fedex",5
6045,8973,"fedex",5
6046,4843,"fedex",4
6049,7721,"fedex",4
6052,8029,"fedex",5
6054,998,"fedex",4
6055,5068,"fedex",4
6059,17518,"fedex",4
6060,2158,"fedex",4
6062,1820,"fedex",5
6063,14834,"fedex",5
6065,14021,"fedex",4
6067,12311,"fedex",4
6068,6138,"fedex",4
6069,18166,"fedex",4
6071,12497,"fedex",4
6077,14304,"fedex",4
6079,12067,"fedex",5
6080,2756,"fedex",5
6081,16375,"fedex",4
6088,8086,"fedex",5
6089,19782,"fedex",5
6090,16060,"fedex",5
6091,20140,"fedex",4
6092,7081,"fedex",4
6093,10669,"fedex",4
6101,6972,"fedex",4
6107,14399,"fedex",4
6108,7142,"fedex",4
6109,10166,"fedex",5
6111,1042,"fedex",5
6112,12512,"fedex",4
6117,16583,"fedex",5
6122,19900,"fedex",4
6125,7792,"fedex",4
6126,9849,"fedex",4
6128,13103,"fedex",5
6134,1648,"fedex",4
6136,8245,"fedex",5
6140,21220,"fedex",5
6142,4422,"fedex",4
6147,12448,"fedex",4
6148,4693,"fedex",4
6151,1585,"fedex",5
6152,6761,"fedex",5
6153,18236,"fedex",5
6154,15139,"fedex",4
6157,5440,"fedex",5
6159,2108,"fedex",5
6164,5953,"fedex",5
6166,18716,"fedex",5
6167,792,"fedex",5
6168,17756,"fedex",4
6173,5473,"fedex",5
6175,3341,"fedex",4
6178,254,"fedex",4
6179,11213,"fedex",4
6182,20913,"fedex",4
6187,15859,"fedex",5
6189,13239,"fedex",4
6191,19221,"fedex",5
6192,2438,"fedex",4
6194,10155,"fedex",4
6197,12606,"fedex",4
6198,17999,"fedex",5
6199,12084,"fedex",4
6204,20458,"fedex",5
6206,15807,"fedex",4
6215,13971,"fedex",4
6216,14152,"fedex",4
6225,8074,"fedex",5
6228,17066,"fedex",5
6232,1545,"fedex",4
6236,103,"fedex",4
6237,1893,"fedex",5
6238,529,"fedex",4
6240,6142,"fedex",4
6243,12204,"fedex",5
6244,12510,"fedex",5
6248,7105,"fedex",4
6249,9537,"fedex",5
6252,9335,"fedex",4
6254,15233,"fedex",4
6255,5780,"fedex",5
6256,15030,"fedex",4
6260,17195,"fedex",5
6261,19690,"fedex",5
6267,18526,"fedex",5
6268,9152,"fedex",4
6270,12638,"fedex",5
6271,18677,"fedex",4
6277,13517,"fedex",4
6278,16675,"fedex",5
6283,12877,"fedex",5
6286,19524,"fedex",4
6287,14878,"fedex",5
6288,13048,"fedex",5
6289,3276,"fedex",4
6291,11833,"fedex",5
6298,12616,"fedex",4
6299,3137,"fedex",5
6300,13385,"fedex",4
6301,1536,"fedex",4
6302,17325,"fedex",5
6303,9869,"fedex",4
6311,10501,"fedex",4
6313,20661,"fedex",5
6314,17743,"fedex",4
6316,10711,"fedex",4
6319,462,"fedex",5
6320,9649,"fedex",4
6321,2520,"fedex",4
6324,7456,"fedex",4
6326,4484,"fedex",4
6327,4546,"fedex",5
6328,2757,"fedex",4
6329,4781,"fedex",5
6332,21536,"fedex",5
6335,21453,"fedex",5
6336,21089,"fedex",4
6337,3563,"fedex",4
6338,12956,"fedex",5
6339,16442,"fedex",5
6340,5118,"fedex",4
6341,2261,"fedex",5
6343,17483,"fedex",5
6349,16203,"fedex",5
6354,11953,"fedex",5
6355,5278,"fedex",4
6356,12627,"fedex",4
6358,5162,"fedex",5
6359,308,"fedex",5
6364,19355,"fedex",4
6365,4623,"fedex",5
6366,15006,"fedex",4
6367,19921,"fedex",5
6372,7477,"fedex",5
6376,6195,"fedex",5
6378,17137,"fedex",5
6379,19230,"fedex",4
6381,11904,"fedex",4
6382,20270,"fedex",4
6384,2865,"fedex",4
6387,903,"fedex",5
6389,6537,"fedex",5
6391,10863,"fedex",5
6393,7522,"fedex",4
6394,8035,"fedex",5
6396,9529,"fedex",4
6401,19341,"fedex",5
6402,17247,"fedex",5
6403,9907,"fedex",5
6406,4844,"fedex",5
6407,18748,"fedex",4
6408,7643,"fedex",4
6409,19253,"fedex",4
6411,2698,"fedex",4
6413,2697,"fedex",4
6415,10216,"fedex",4
6419,7387,"fedex",5
6422,156,"fedex",5
6425,18227,"fedex",4
6426,3768,"fedex",5
6427,7239,"fedex",4
6431,7254,"fedex",4
6433,21203,"fedex",4
6434,21538,"fedex",4
6439,136,"fedex",5
6440,3062,"fedex",5
6442,15543,"fedex",5
6448,14405,"fedex",4
6449,14166,"fedex",5
6452,20555,"fedex",5
6455,14554,"fedex",4
6464,3912,"fedex",5
6472,18506,"fedex",4
6473,4736,"fedex",5
6474,3531,"fedex",5
6479,13212,"fedex",4
6481,2456,"fedex",4
6483,9716,"fedex",4
6484,18301,"fedex",4
6487,12741,"fedex",4
6488,7291,"fedex",4
6489,5405,"fedex",4
6490,11069,"fedex",4
6492,17806,"fedex",5
6494,799,"fedex",5
6496,17612,"fedex",4
6499,17961,"fedex",4
6500,13226,"fedex",4
6505,7368,"fedex",5
6507,8312,"fedex",5
6509,8415,"fedex",5
6512,317,"fedex",5
6514,9771,"fedex",4
6517,3078,"fedex",5
6518,3970,"fedex",4
6519,5583,"fedex",4
6522,1687,"fedex",4
6523,3618,"fedex",5
6526,16744,"fedex",4
6528,4091,"fedex",5
6529,7484,"fedex",4
6531,20955,"fedex",4
6534,4757,"fedex",4
6535,8313,"fedex",4
6536,3347,"fedex",4
6539,14609,"fedex",5
6541,10646,"fedex",5
6543,4220,"fedex",4
6546,12383,"fedex",5
6550,17455,"fedex",5
6551,9873,"fedex",4
6553,13551,"fedex",4
6560,11726,"fedex",4
6563,11307,"fedex",4
6566,19550,"fedex",5
6568,5871,"fedex",5
6570,16693,"fedex",4
6571,1566,"fedex",4
6572,18830,"fedex",4
6573,18849,"fedex",5
6577,104,"fedex",4
6579,17856,"fedex",5
6580,12183,"fedex",5
6584,3072,"fedex",4
6586,248,"fedex",5
6594,13427,"fedex",5
6598,18814,"fedex",5
6601,1211,"fedex",5
6605,11382,"fedex",4
6606,16250,"fedex",5
6608,18912,"fedex",5
6610,20640,"fedex",5
6612,16371,"fedex",5
6613,4602,"fedex",4
6617,19315,"fedex",4
6618,9573,"fedex",4
6620,11782,"fedex",4
6624,6594,"fedex",4
6625,2992,"fedex",5
6626,2081,"fedex",4
6628,2534,"fedex",4
6630,6718,"fedex",4
6631,11248,"fedex",4
6632,21491,"fedex",5
6633,21359,"fedex",4
6635,8757,"fedex",4
6637,6844,"fedex",4
6638,15211,"fedex",5
6644,10356,"fedex",5
6646,13794,"fedex",4
6647,4907,"fedex",4
6648,10317,"fedex",4
6650,7701,"fedex",5
6651,6868,"fedex",5
6652,15753,"fedex",4
6654,15586,"fedex",5
6657,17750,"fedex",5
6659,8251,"fedex",5
6660,7710,"fedex",5
6661,14359,"fedex",4
6663,13451,"fedex",5
6665,1303,"fedex",4
6667,14580,"fedex",5
6669,1161,"fedex",5
6671,16800,"fedex",4
6672,11175,"fedex",5
6679,11952,"fedex",4
6681,17371,"fedex",5
6683,8750,"fedex",5
6685,2671,"fedex",5
6689,13703,"fedex",5
6692,20547,"fedex",4
6694,20638,"fedex",5
6695,5684,"fedex",5
6697,10264,"fedex",4
6698,4471,"fedex",4
6700,11422,"fedex",5
6705,17330,"fedex",5
6706,16322,"fedex",5
6707,11730,"fedex",5
6715,14051,"fedex",5
6719,3943,"fedex",4
6721,7892,"fedex",4
6729,12717,"fedex",5
6730,12085,"fedex",5
6732,5001,"fedex",5
6733,18144,"fedex",5
6734,7350,"fedex",4
6735,10785,"fedex",4
6736,11186,"fedex",5
6737,19256,"fedex",4
6739,9054,"fedex",5
6742,12557,"fedex",4
6743,17734,"fedex",4
6745,4778,"fedex",5
6746,5790,"fedex",5
6752,335,"fedex",5
6757,3012,"fedex",4
6758,1631,"fedex",4
6759,17836,"fedex",4
6775,20442,"fedex",5
6776,8460,"fedex",4
6778,7774,"fedex",5
6780,6736,"fedex",5
6783,13506,"fedex",5
6786,12041,"fedex",5
6788,12885,"fedex",5
6789,6885,"fedex",5
6792,5158,"fedex",4
6795,18788,"fedex",4
6796,15338,"fedex",5
6798,13287,"fedex",4
6802,7899,"fedex",5
6803,5010,"fedex",5
6808,17717,"fedex",4
6809,18835,"fedex",5
6815,4015,"fedex",4
6817,6473,"fedex",5
6820,13013,"fedex",4
6821,10910,"fedex",5
6823,14694,"fedex",5
6827,15016,"fedex",4
6828,4352,"fedex",5
6831,4564,"fedex",4
6835,18295,"fedex",4
6836,6500,"fedex",4
6839,14240,"fedex",5
6842,2867,"fedex",4
6846,9555,"fedex",4
6851,12947,"fedex",5
6855,18442,"fedex",5
6856,8151,"fedex",5
6858,10232,"fedex",4
6862,14198,"fedex",4
6867,20625,"fedex",5
6870,7022,"fedex",5
6872,6705,"fedex",5
6873,14909,"fedex",4
6874,13548,"fedex",4
6876,19998,"fedex",4
6881,17538,"fedex",4
6884,1414,"fedex",5
6887,5486,"fedex",5
6891,8651,"fedex",4
6895,7282,"fedex",4
6896,21381,"fedex",4
6898,21426,"fedex",5
6903,3573,"fedex",5
6905,4686,"fedex",5
6906,16218,"fedex",5
6909,20429,"fedex",5
6912,20822,"fedex",5
6913,11941,"fedex",5
6915,18042,"fedex",5
6918,12478,"fedex",4
6925,12052,"fedex",4
6926,20254,"fedex",4
6931,12807,"fedex",5
6933,410,"fedex",4
6934,19814,"fedex",4
6937,10527,"fedex",4
6940,11043,"fedex",4
6941,8050,"fedex",5
6944,15431,"fedex",5
6946,13653,"fedex",5
6947,13464,"fedex",5
6948,16985,"fedex",4
6950,20507,"fedex",5
6955,7396,"fedex",4
6965,5836,"fedex",4
6966,8362,"fedex",4
6967,17170,"fedex",4
6968,9866,"fedex",4
6973,21232,"fedex",4
6975,21233,"fedex",4
6976,7842,"fedex",5
6979,12908,"fedex",4
6981,1689,"fedex",5
6987,14242,"fedex",4
6988,19147,"fedex",4
6990,12175,"fedex",4
6991,15333,"fedex",4
6994,10997,"fedex",4
7000,955,"fedex",5
7003,3680,"fedex",5
7004,18685,"fedex",5
7005,9833,"fedex",4
7007,18210,"fedex",5
7008,13578,"fedex",4
7009,7587,"fedex",4
7010,19752,"fedex",4
7015,13178,"fedex",5
7019,6562,"fedex",4
7022,9919,"fedex",4
7023,16547,"fedex",4
7024,12630,"fedex",5
7025,1951,"fedex",4
7026,2864,"fedex",4
7028,2563,"fedex",4
7029,11316,"fedex",5
7031,8002,"fedex",5
7035,9987,"fedex",5
7037,4603,"fedex",5
7041,2701,"fedex",4
7042,14099,"fedex",5
7048,9525,"fedex",4
7049,12755,"fedex",5
7050,12095,"fedex",4
7052,504,"fedex",5
7053,7730,"fedex",5
7054,16154,"fedex",4
7059,735,"fedex",5
7061,5941,"fedex",5
7062,13925,"fedex",4
7063,7648,"fedex",5
7065,13829,"fedex",4
7066,18399,"fedex",4
7068,7597,"fedex",4
7069,21591,"fedex",4
7070,21525,"fedex",4
7071,20986,"fedex",4
7072,21576,"fedex",4
7073,13275,"fedex",4
7075,5636,"fedex",4
7076,4932,"fedex",5
7078,5820,"fedex",5
7080,18903,"fedex",5
7082,7906,"fedex",4
7084,14134,"fedex",4
7089,1060,"fedex",5
7093,10243,"fedex",4
7094,3489,"fedex",5
7095,1144,"fedex",4
7100,3373,"fedex",5
7101,886,"fedex",4
7105,12567,"fedex",4
7107,15720,"fedex",4
7110,15208,"fedex",5
7111,20185,"fedex",4
7112,13676,"fedex",5
7115,14457,"fedex",5
7119,13097,"fedex",4
7124,12281,"fedex",5
7126,2883,"fedex",5
7127,1063,"fedex",5
7128,10331,"fedex",5
7129,14570,"fedex",5
7132,4290,"fedex",5
7135,7395,"fedex",4
7137,13025,"fedex",5
7142,5665,"fedex",5
7143,9264,"fedex",5
7146,2806,"fedex",5
7147,9501,"fedex",4
7148,1816,"fedex",4
7150,6879,"fedex",4
7153,21001,"fedex",4
7154,7685,"fedex",5
7157,16072,"fedex",5
7158,17050,"fedex",5
7161,12561,"fedex",5
7166,12707,"fedex",4
7168,12942,"fedex",5
7169,16638,"fedex",4
7171,13504,"fedex",5
7175,11928,"fedex",4
7183,16243,"fedex",5
7184,9011,"fedex",5
7185,20383,"fedex",4
7186,6332,"fedex",4
7187,17560,"fedex",4
7188,20460,"fedex",4
7191,17643,"fedex",5
7192,16979,"fedex",4
7193,2604,"fedex",4
7195,7990,"fedex",5
7198,16562,"fedex",5
7200,9902,"fedex",4
7204,7755,"fedex",5
7207,17969,"fedex",5
7208,14431,"fedex",5
7210,17608,"fedex",5
7213,14106,"fedex",5
7215,9473,"fedex",4
7216,18251,"fedex",4
7217,15022,"fedex",5
7218,17486,"fedex",5
7223,12276,"fedex",5
7226,1557,"fedex",5
7227,7361,"fedex",5
7230,8686,"fedex",5
7233,4070,"fedex",4
7234,13133,"fedex",5
7236,16010,"fedex",4
7237,6838,"fedex",5
7242,21565,"fedex",4
7243,21110,"fedex",4
7245,21252,"fedex",5
7246,21316,"fedex",4
7249,1560,"fedex",4
7251,11062,"fedex",5
7252,15048,"fedex",4
7254,16208,"fedex",4
7257,16195,"fedex",4
7261,4498,"fedex",4
7262,11143,"fedex",5
7266,1900,"fedex",4
7269,3473,"fedex",5
7270,4010,"fedex",5
7271,6450,"fedex",5
7276,7233,"fedex",5
7277,10817,"fedex",5
7280,9964,"fedex",4
7283,1301,"fedex",5
7284,778,"fedex",5
7287,14748,"fedex",4
7288,14294,"fedex",4
7290,20723,"fedex",5
7293,1673,"fedex",4
7294,19019,"fedex",4
7298,11310,"fedex",5
7302,3881,"fedex",4
7305,9741,"fedex",5
7307,4322,"fedex",5
7311,7919,"fedex",5
7312,16005,"fedex",5
7314,11879,"fedex",5
7315,15488,"fedex",4
7316,10491,"fedex",4
7319,15938,"fedex",5
7321,9082,"fedex",5
7322,20697,"fedex",5
7324,17848,"fedex",5
7326,16239,"fedex",4
7328,1567,"fedex",5
7329,10713,"fedex",4
7330,5956,"fedex",5
7336,2976,"fedex",4
7338,3969,"fedex",5
7339,5866,"fedex",4
7341,1889,"fedex",5
7343,1644,"fedex",5
7346,21039,"fedex",4
7355,17841,"fedex",5
7357,11200,"fedex",5
7358,518,"fedex",5
7360,9853,"fedex",4
7361,14881,"fedex",5
7362,15337,"fedex",5
7366,17600,"fedex",5
7367,4565,"fedex",5
7368,13196,"fedex",5
7375,3869,"fedex",5
7377,11638,"fedex",4
7380,7945,"fedex",5
7381,11923,"fedex",4
7382,19282,"fedex",5
7384,10981,"fedex",4
7386,19162,"fedex",5
7388,228,"fedex",4
7394,15843,"fedex",4
7397,6871,"fedex",4
7399,9472,"fedex",5
7401,8344,"fedex",5
7403,16129,"fedex",4
7408,10005,"fedex",5
7412,6852,"fedex",5
7413,12336,"fedex",4
7415,2989,"fedex",5
7416,15035,"fedex",4
7422,2882,"fedex",5
7427,9686,"fedex",4
7428,6521,"fedex",4
7431,7358,"fedex",4
7433,10938,"fedex",4
7435,1870,"fedex",5
7436,1966,"fedex",4
7437,15021,"fedex",4
7441,9633,"fedex",4
7442,19526,"fedex",4
7444,14243,"fedex",4
7447,11057,"fedex",5
7452,15319,"fedex",5
7454,10942,"fedex",4
7458,12124,"fedex",5
7459,9637,"fedex",4
7460,12228,"fedex",4
7462,17974,"fedex",5
7463,11647,"fedex",5
7465,19879,"fedex",5
7466,11924,"fedex",4
7467,19252,"fedex",4
7469,293,"fedex",5
7471,9890,"fedex",5
7472,1415,"fedex",4
7473,17548,"fedex",4
7475,6524,"fedex",5
7476,9275,"fedex",5
7478,20417,"fedex",5
7479,13514,"fedex",4
7481,58,"fedex",5
7484,16415,"fedex",5
7488,8355,"fedex",5
7493,12372,"fedex",4
7494,18363,"fedex",5
7495,15336,"fedex",5
7496,3085,"fedex",4
7497,18354,"fedex",4
7499,2818,"fedex",4
7500,17494,"fedex",4
7501,12662,"fedex",4
7504,6116,"fedex",4
7510,17623,"fedex",5
7511,12812,"fedex",4
7512,5552,"fedex",4
7513,6680,"fedex",5
7515,555,"fedex",4
7521,17034,"fedex",4
7528,17506,"fedex",4
7531,20084,"fedex",5
7532,12489,"fedex",5
7533,2313,"fedex",4
7534,517,"fedex",4
7536,15896,"fedex",4
7538,1771,"fedex",4
7541,11063,"fedex",4
7544,8967,"fedex",4
7546,3441,"fedex",4
7547,3846,"fedex",4
7549,652,"fedex",5
7552,9569,"fedex",4
7558,18706,"fedex",5
7559,14998,"fedex",5
7563,17186,"fedex",4
7569,18625,"fedex",5
7571,10634,"fedex",4
7575,9900,"fedex",5
7576,12814,"fedex",4
7577,13301,"fedex",5
7580,5722,"fedex",4
7581,14446,"fedex",5
7582,10235,"fedex",5
7584,18474,"fedex",5
7586,5478,"fedex",4
7587,11655,"fedex",4
7588,2875,"fedex",4
7597,13922,"fedex",5
7598,15179,"fedex",5
7599,13399,"fedex",5
7600,1511,"fedex",4
7601,7886,"fedex",5
7602,2216,"fedex",5
7606,7264,"fedex",5
7609,3468,"fedex",5
7611,5950,"fedex",4
7614,9460,"fedex",4
7619,12262,"fedex",5
7620,13767,"fedex",5
7621,1839,"fedex",5
7623,7638,"fedex",5
7627,2184,"fedex",5
7628,7923,"fedex",5
7631,6776,"fedex",5
7635,16605,"fedex",4
7636,20083,"fedex",5
7637,6939,"fedex",4
7638,20513,"fedex",5
7640,15803,"fedex",5
7641,12640,"fedex",5
7642,15883,"fedex",5
7645,20330,"fedex",5
7648,11968,"fedex",5
7653,17159,"fedex",5
7654,607,"fedex",5
7655,11413,"fedex",4
7656,18366,"fedex",5
7657,2171,"fedex",5
7665,16826,"fedex",5
7668,14335,"fedex",5
7669,12088,"fedex",4
7670,18175,"fedex",5
7671,18426,"fedex",5
7672,2107,"fedex",4
7675,20143,"fedex",5
7677,18868,"fedex",4
7678,17451,"fedex",4
7680,2561,"fedex",4
7682,8689,"fedex",4
7683,17986,"fedex",5
7685,8115,"fedex",5
7687,5537,"fedex",4
7688,8985,"fedex",4
7689,9653,"fedex",4
7690,6464,"fedex",5
7695,14719,"fedex",5
7698,18049,"fedex",4
7703,21396,"fedex",4
7704,21262,"fedex",5
7705,21178,"fedex",5
7706,15513,"fedex",4
7711,8420,"fedex",5
7713,4359,"fedex",4
7716,8520,"fedex",5
7717,11523,"fedex",5
7719,14548,"fedex",5
7725,12233,"fedex",5
7726,15408,"fedex",5
7730,8070,"fedex",4
7732,17786,"fedex",4
7733,249,"fedex",4
7735,17413,"fedex",4
7738,2571,"fedex",5
7740,12609,"fedex",5
7745,18045,"fedex",5
7749,14090,"fedex",4
7753,4118,"fedex",4
7755,20528,"fedex",5
7756,574,"fedex",5
7757,2008,"fedex",5
7758,3526,"fedex",5
7759,18987,"fedex",4
7761,758,"fedex",5
7764,5228,"fedex",5
7765,8353,"fedex",5
7767,19363,"fedex",4
7768,16071,"fedex",4
7770,9973,"fedex",5
7776,6605,"fedex",5
7779,16020,"fedex",5
7780,16451,"fedex",4
7782,15482,"fedex",4
7783,20624,"fedex",5
7784,8892,"fedex",5
7785,14562,"fedex",5
7787,9826,"fedex",4
7788,8227,"fedex",4
7793,7475,"fedex",4
7794,650,"fedex",5
7795,16258,"fedex",4
7797,5822,"fedex",4
7799,629,"fedex",5
7804,14329,"fedex",5
7808,9582,"fedex",5
7809,12264,"fedex",4
7817,16308,"fedex",4
7819,11076,"fedex",4
7820,13355,"fedex",5
7821,6606,"fedex",4
7823,18642,"fedex",4
7824,12976,"fedex",5
7827,8801,"fedex",4
7828,2405,"fedex",5
7829,5101,"fedex",5
7832,8189,"fedex",4
7834,1662,"fedex",5
7839,7699,"fedex",5
7849,14422,"fedex",4
7850,10993,"fedex",5
7851,6474,"fedex",5
7854,1626,"fedex",5
7856,11546,"fedex",5
7861,9325,"fedex",4
7864,12255,"fedex",5
7865,18550,"fedex",4
7866,17609,"fedex",5
7867,13912,"fedex",4
7871,9259,"fedex",5
7872,15031,"fedex",4
7881,869,"fedex",4
7882,9274,"fedex",5
7883,19587,"fedex",4
7885,13577,"fedex",5
7889,15071,"fedex",4
7896,14663,"fedex",5
7899,2457,"fedex",4
7901,6535,"fedex",4
7902,15673,"fedex",5
7903,9475,"fedex",5
7906,13796,"fedex",4
7908,11156,"fedex",5
7909,13932,"fedex",4
7912,4538,"fedex",4
7915,4082,"fedex",4
7916,709,"fedex",4
7917,4980,"fedex",4
7919,14413,"fedex",5
7921,8335,"fedex",5
7923,6476,"fedex",4
7924,14009,"fedex",5
7925,12081,"fedex",4
7926,20311,"fedex",4
7929,14453,"fedex",5
7932,12167,"fedex",5
7938,14221,"fedex",4
7939,7934,"fedex",4
7943,9727,"fedex",5
7944,9186,"fedex",5
7945,7266,"fedex",4
7950,9115,"fedex",5
7951,10840,"fedex",4
7955,14703,"fedex",5
7957,20874,"fedex",4
7965,14908,"fedex",5
7966,20367,"fedex",5
7967,8650,"fedex",4
7970,9256,"fedex",5
7977,5929,"fedex",5
7980,4233,"fedex",5
7981,19233,"fedex",5
7983,8731,"fedex",4
7985,5096,"fedex",4
7986,8001,"fedex",5
7987,16694,"fedex",4
7989,21325,"fedex",4
7992,8445,"fedex",4
7993,7408,"fedex",4
